Cell-cell communication signalings in tumor conditions,,,,,,,,,,,
,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
1926,Endothelial cells,Fibroblasts,LAMC1,ITGA1_ITGB1,0.001764581,0,LAMC1_ITGA1_ITGB1,LAMC1 - (ITGA1+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1927,Fibroblasts,Fibroblasts,LAMC1,ITGA1_ITGB1,0.002549635,0,LAMC1_ITGA1_ITGB1,LAMC1 - (ITGA1+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1928,Fibroblasts,Epithelial cells,LAMA2,ITGA2_ITGB1,0.000999747,0,LAMA2_ITGA2_ITGB1,LAMA2 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1929,Endothelial cells,Epithelial cells,LAMA4,ITGA2_ITGB1,0.001688825,0,LAMA4_ITGA2_ITGB1,LAMA4 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1930,Fibroblasts,Epithelial cells,LAMA4,ITGA2_ITGB1,0.001466041,0,LAMA4_ITGA2_ITGB1,LAMA4 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1931,Epithelial cells,Epithelial cells,LAMA5,ITGA2_ITGB1,0.000687225,0,LAMA5_ITGA2_ITGB1,LAMA5 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1932,Fibroblasts,Epithelial cells,LAMB1,ITGA2_ITGB1,0.001114876,0,LAMB1_ITGA2_ITGB1,LAMB1 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1933,Endothelial cells,Epithelial cells,LAMB2,ITGA2_ITGB1,0.001110149,0,LAMB2_ITGA2_ITGB1,LAMB2 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1934,Fibroblasts,Epithelial cells,LAMB2,ITGA2_ITGB1,0.000921347,0,LAMB2_ITGA2_ITGB1,LAMB2 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1935,Epithelial cells,Epithelial cells,LAMB3,ITGA2_ITGB1,0.001150126,0,LAMB3_ITGA2_ITGB1,LAMB3 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1936,Endothelial cells,Epithelial cells,LAMC1,ITGA2_ITGB1,0.00071196,0,LAMC1_ITGA2_ITGB1,LAMC1 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1937,Fibroblasts,Epithelial cells,LAMC1,ITGA2_ITGB1,0.001029191,0,LAMC1_ITGA2_ITGB1,LAMC1 - (ITGA2+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1938,Fibroblasts,Epithelial cells,LAMA2,ITGA3_ITGB1,0.002787766,0,LAMA2_ITGA3_ITGB1,LAMA2 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1939,Endothelial cells,Epithelial cells,LAMA4,ITGA3_ITGB1,0.004703436,0,LAMA4_ITGA3_ITGB1,LAMA4 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1940,Fibroblasts,Epithelial cells,LAMA4,ITGA3_ITGB1,0.004084604,0,LAMA4_ITGA3_ITGB1,LAMA4 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1941,Epithelial cells,Epithelial cells,LAMA5,ITGA3_ITGB1,0.001917381,0,LAMA5_ITGA3_ITGB1,LAMA5 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1942,Fibroblasts,Epithelial cells,LAMB1,ITGA3_ITGB1,0.003108158,0,LAMB1_ITGA3_ITGB1,LAMB1 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1943,Endothelial cells,Epithelial cells,LAMB2,ITGA3_ITGB1,0.003095007,0,LAMB2_ITGA3_ITGB1,LAMB2 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1944,Fibroblasts,Epithelial cells,LAMB2,ITGA3_ITGB1,0.00256951,0,LAMB2_ITGA3_ITGB1,LAMB2 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1945,Epithelial cells,Epithelial cells,LAMB3,ITGA3_ITGB1,0.003206231,0,LAMB3_ITGA3_ITGB1,LAMB3 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1946,Endothelial cells,Epithelial cells,LAMC1,ITGA3_ITGB1,0.001986304,0,LAMC1_ITGA3_ITGB1,LAMC1 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1947,Fibroblasts,Epithelial cells,LAMC1,ITGA3_ITGB1,0.002869717,0,LAMC1_ITGA3_ITGB1,LAMC1 - (ITGA3+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1948,Fibroblasts,Epithelial cells,THBS1,ITGA3_ITGB1,0.002320842,0,THBS1_ITGA3_ITGB1,THBS1 - (ITGA3+ITGB1),THBS,ECM-Receptor,KEGG: hsa04512
1949,Monocytes,Epithelial cells,THBS1,ITGA3_ITGB1,0.003605909,0,THBS1_ITGA3_ITGB1,THBS1 - (ITGA3+ITGB1),THBS,ECM-Receptor,KEGG: hsa04512
1950,Fibroblasts,Epithelial cells,THBS2,ITGA3_ITGB1,0.004834053,0,THBS2_ITGA3_ITGB1,THBS2 - (ITGA3+ITGB1),THBS,ECM-Receptor,KEGG: hsa04512
1951,Epithelial cells,Epithelial cells,COL1A1,ITGA3_ITGB1,0.002449567,0,COL1A1_ITGA3_ITGB1,COL1A1 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1952,Fibroblasts,Epithelial cells,COL1A1,ITGA3_ITGB1,0.039094522,0,COL1A1_ITGA3_ITGB1,COL1A1 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1953,Fibroblasts,Epithelial cells,COL1A2,ITGA3_ITGB1,0.04514544,0,COL1A2_ITGA3_ITGB1,COL1A2 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1954,Endothelial cells,Epithelial cells,COL4A1,ITGA3_ITGB1,0.016525717,0,COL4A1_ITGA3_ITGB1,COL4A1 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1955,Fibroblasts,Epithelial cells,COL4A1,ITGA3_ITGB1,0.003948039,0,COL4A1_ITGA3_ITGB1,COL4A1 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1956,Endothelial cells,Epithelial cells,COL4A2,ITGA3_ITGB1,0.011564702,0,COL4A2_ITGA3_ITGB1,COL4A2 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1957,Fibroblasts,Epithelial cells,COL4A2,ITGA3_ITGB1,0.00386785,0,COL4A2_ITGA3_ITGB1,COL4A2 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1958,Fibroblasts,Epithelial cells,COL6A1,ITGA3_ITGB1,0.02506803,0,COL6A1_ITGA3_ITGB1,COL6A1 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1959,Fibroblasts,Epithelial cells,COL6A2,ITGA3_ITGB1,0.034394781,0,COL6A2_ITGA3_ITGB1,COL6A2 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1960,Fibroblasts,Epithelial cells,COL6A3,ITGA3_ITGB1,0.027752333,0,COL6A3_ITGA3_ITGB1,COL6A3 - (ITGA3+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1961,Fibroblasts,Endothelial cells,LAMA2,ITGA6_ITGB1,0.003102291,0,LAMA2_ITGA6_ITGB1,LAMA2 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1962,Endothelial cells,Endothelial cells,LAMA4,ITGA6_ITGB1,0.005232958,0,LAMA4_ITGA6_ITGB1,LAMA4 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1963,Fibroblasts,Endothelial cells,LAMA4,ITGA6_ITGB1,0.004544774,0,LAMA4_ITGA6_ITGB1,LAMA4 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1964,Epithelial cells,Endothelial cells,LAMA5,ITGA6_ITGB1,0.002133916,0,LAMA5_ITGA6_ITGB1,LAMA5 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1965,Fibroblasts,Endothelial cells,LAMB1,ITGA6_ITGB1,0.003458705,0,LAMB1_ITGA6_ITGB1,LAMB1 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1966,Endothelial cells,Endothelial cells,LAMB2,ITGA6_ITGB1,0.003444075,0,LAMB2_ITGA6_ITGB1,LAMB2 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1967,Fibroblasts,Endothelial cells,LAMB2,ITGA6_ITGB1,0.00285948,0,LAMB2_ITGA6_ITGB1,LAMB2 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1968,Epithelial cells,Endothelial cells,LAMB3,ITGA6_ITGB1,0.003567799,0,LAMB3_ITGA6_ITGB1,LAMB3 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1969,Endothelial cells,Endothelial cells,LAMC1,ITGA6_ITGB1,0.002210605,0,LAMC1_ITGA6_ITGB1,LAMC1 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1970,Fibroblasts,Endothelial cells,LAMC1,ITGA6_ITGB1,0.003193458,0,LAMC1_ITGA6_ITGB1,LAMC1 - (ITGA6+ITGB1),LAMININ,ECM-Receptor,KEGG: hsa04512
1971,Epithelial cells,Fibroblasts,TNC,ITGA8_ITGB1,0.000831836,0,TNC_ITGA8_ITGB1,TNC - (ITGA8+ITGB1),TENASCIN,ECM-Receptor,KEGG: hsa04512
1972,Fibroblasts,Fibroblasts,TNXB,ITGA8_ITGB1,0.002255135,0,TNXB_ITGA8_ITGB1,TNXB - (ITGA8+ITGB1),TENASCIN,ECM-Receptor,KEGG: hsa04512
1973,Endothelial cells,Epithelial cells,FN1,ITGAV_ITGB1,0.002755026,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1974,Epithelial cells,Epithelial cells,FN1,ITGAV_ITGB1,0.000773846,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1975,Fibroblasts,Epithelial cells,FN1,ITGAV_ITGB1,0.016392302,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1976,Profi_TAM,Epithelial cells,FN1,ITGAV_ITGB1,0.001803817,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1977,Proli_TRM,Epithelial cells,FN1,ITGAV_ITGB1,0.006935613,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1978,TAM,Epithelial cells,FN1,ITGAV_ITGB1,0.009969948,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1979,TRAM,Epithelial cells,FN1,ITGAV_ITGB1,0.011766676,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1980,Unknown,Epithelial cells,FN1,ITGAV_ITGB1,0.003851077,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1981,Endothelial cells,Fibroblasts,FN1,ITGAV_ITGB1,0.005549755,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1982,Epithelial cells,Fibroblasts,FN1,ITGAV_ITGB1,0.001561992,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1983,Fibroblasts,Fibroblasts,FN1,ITGAV_ITGB1,0.032569036,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1984,Profi_TAM,Fibroblasts,FN1,ITGAV_ITGB1,0.003637147,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1985,Proli_TRM,Fibroblasts,FN1,ITGAV_ITGB1,0.013912013,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1986,TAM,Fibroblasts,FN1,ITGAV_ITGB1,0.019937252,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1987,TRAM,Fibroblasts,FN1,ITGAV_ITGB1,0.023487616,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1988,Unknown,Fibroblasts,FN1,ITGAV_ITGB1,0.007749012,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1989,Endothelial cells,Profi_TAM,FN1,ITGAV_ITGB1,0.003029651,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1990,Epithelial cells,Profi_TAM,FN1,ITGAV_ITGB1,0.000851152,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1991,Fibroblasts,Profi_TAM,FN1,ITGAV_ITGB1,0.018001769,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1992,Profi_TAM,Profi_TAM,FN1,ITGAV_ITGB1,0.001983812,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1993,Proli_TRM,Profi_TAM,FN1,ITGAV_ITGB1,0.007623778,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1994,TAM,Profi_TAM,FN1,ITGAV_ITGB1,0.010955865,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1995,TRAM,Profi_TAM,FN1,ITGAV_ITGB1,0.012927948,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1996,Unknown,Profi_TAM,FN1,ITGAV_ITGB1,0.004234493,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1997,Epithelial cells,Epithelial cells,TNC,ITGAV_ITGB6,0.000265668,0,TNC_ITGAV_ITGB6,TNC - (ITGAV+ITGB6),TENASCIN,ECM-Receptor,KEGG: hsa04512
1998,Fibroblasts,Epithelial cells,TNXB,ITGAV_ITGB6,0.000720933,0,TNXB_ITGAV_ITGB6,TNXB - (ITGAV+ITGB6),TENASCIN,ECM-Receptor,KEGG: hsa04512
1999,Endothelial cells,Epithelial cells,FN1,ITGAV_ITGB6,0.001540126,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2000,Epithelial cells,Epithelial cells,FN1,ITGAV_ITGB6,0.00043222,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2001,Fibroblasts,Epithelial cells,FN1,ITGAV_ITGB6,0.009219287,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2002,Profi_TAM,Epithelial cells,FN1,ITGAV_ITGB6,0.001007953,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2003,Proli_TRM,Epithelial cells,FN1,ITGAV_ITGB6,0.003884355,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2004,TAM,Epithelial cells,FN1,ITGAV_ITGB6,0.005591279,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2005,TRAM,Epithelial cells,FN1,ITGAV_ITGB6,0.006604172,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2006,Unknown,Epithelial cells,FN1,ITGAV_ITGB6,0.002153889,0,FN1_ITGAV_ITGB6,FN1 - (ITGAV+ITGB6),FN1,ECM-Receptor,KEGG: hsa04512
2007,Endothelial cells,Epithelial cells,FN1,ITGAV_ITGB8,0.001108507,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2008,Epithelial cells,Epithelial cells,FN1,ITGAV_ITGB8,0.000310994,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2009,Fibroblasts,Epithelial cells,FN1,ITGAV_ITGB8,0.006649923,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2010,Profi_TAM,Epithelial cells,FN1,ITGAV_ITGB8,0.000725367,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2011,Proli_TRM,Epithelial cells,FN1,ITGAV_ITGB8,0.002797609,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2012,TAM,Epithelial cells,FN1,ITGAV_ITGB8,0.004028909,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2013,TRAM,Epithelial cells,FN1,ITGAV_ITGB8,0.004760124,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2014,Unknown,Epithelial cells,FN1,ITGAV_ITGB8,0.00155053,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
2015,Fibroblasts,Epithelial cells,LAMA2,ITGAV_ITGB8,0.000512085,0,LAMA2_ITGAV_ITGB8,LAMA2 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2016,Endothelial cells,Epithelial cells,LAMA4,ITGAV_ITGB8,0.000865331,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2017,Fibroblasts,Epithelial cells,LAMA4,ITGAV_ITGB8,0.000751098,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2018,Epithelial cells,Epithelial cells,LAMA5,ITGAV_ITGB8,0.000351953,0,LAMA5_ITGAV_ITGB8,LAMA5 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2019,Fibroblasts,Epithelial cells,LAMB1,ITGAV_ITGB8,0.000571088,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2020,Endothelial cells,Epithelial cells,LAMB2,ITGAV_ITGB8,0.000568665,0,LAMB2_ITGAV_ITGB8,LAMB2 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2021,Fibroblasts,Epithelial cells,LAMB2,ITGAV_ITGB8,0.000471909,0,LAMB2_ITGAV_ITGB8,LAMB2 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2022,Epithelial cells,Epithelial cells,LAMB3,ITGAV_ITGB8,0.000589155,0,LAMB3_ITGAV_ITGB8,LAMB3 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2023,Endothelial cells,Epithelial cells,LAMC1,ITGAV_ITGB8,0.000364625,0,LAMC1_ITGAV_ITGB8,LAMC1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2024,Fibroblasts,Epithelial cells,LAMC1,ITGAV_ITGB8,0.000527174,0,LAMC1_ITGAV_ITGB8,LAMC1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2025,Epithelial cells,Epithelial cells,COL1A1,ITGAV_ITGB8,0.000449837,0,COL1A1_ITGAV_ITGB8,COL1A1 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2026,Fibroblasts,Epithelial cells,COL1A1,ITGAV_ITGB8,0.007401242,0,COL1A1_ITGAV_ITGB8,COL1A1 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2027,Fibroblasts,Epithelial cells,COL1A2,ITGAV_ITGB8,0.008590636,0,COL1A2_ITGAV_ITGB8,COL1A2 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2028,Endothelial cells,Epithelial cells,COL4A1,ITGAV_ITGB8,0.003070136,0,COL4A1_ITGAV_ITGB8,COL4A1 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2029,Fibroblasts,Epithelial cells,COL4A1,ITGAV_ITGB8,0.000725905,0,COL4A1_ITGAV_ITGB8,COL4A1 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2030,Endothelial cells,Epithelial cells,COL4A2,ITGAV_ITGB8,0.002139694,0,COL4A2_ITGAV_ITGB8,COL4A2 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2031,Fibroblasts,Epithelial cells,COL4A2,ITGAV_ITGB8,0.000711114,0,COL4A2_ITGAV_ITGB8,COL4A2 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2032,Fibroblasts,Epithelial cells,COL6A1,ITGAV_ITGB8,0.004690291,0,COL6A1_ITGAV_ITGB8,COL6A1 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2033,Fibroblasts,Epithelial cells,COL6A2,ITGAV_ITGB8,0.006485787,0,COL6A2_ITGAV_ITGB8,COL6A2 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2034,Fibroblasts,Epithelial cells,COL6A3,ITGAV_ITGB8,0.005204179,0,COL6A3_ITGAV_ITGB8,COL6A3 - (ITGAV+ITGB8),COLLAGEN,ECM-Receptor,KEGG: hsa04512
2035,Endothelial cells,B cells,FN1,CD44,0.008132237,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2036,Epithelial cells,B cells,FN1,CD44,0.002293116,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2037,Fibroblasts,B cells,FN1,CD44,0.04712862,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2038,Profi_TAM,B cells,FN1,CD44,0.005334405,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2039,Proli_TRM,B cells,FN1,CD44,0.02030627,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2040,TAM,B cells,FN1,CD44,0.029019339,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2041,TRAM,B cells,FN1,CD44,0.03413069,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2042,Unknown,B cells,FN1,CD44,0.011343208,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2043,Endothelial cells,DC,FN1,CD44,0.016072783,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2044,Epithelial cells,DC,FN1,CD44,0.004558383,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2045,Fibroblasts,DC,FN1,CD44,0.089702708,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2046,Profi_TAM,DC,FN1,CD44,0.010572188,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2047,Proli_TRM,DC,FN1,CD44,0.039658598,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2048,TAM,DC,FN1,CD44,0.056199079,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2049,TRAM,DC,FN1,CD44,0.065773471,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2050,Unknown,DC,FN1,CD44,0.022348394,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2051,Endothelial cells,Epithelial cells,FN1,CD44,0.002571018,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2052,Epithelial cells,Epithelial cells,FN1,CD44,0.000722065,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2053,Fibroblasts,Epithelial cells,FN1,CD44,0.015311445,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2054,Profi_TAM,Epithelial cells,FN1,CD44,0.001683232,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2055,Proli_TRM,Epithelial cells,FN1,CD44,0.006474196,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2056,TAM,Epithelial cells,FN1,CD44,0.009308553,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2057,TRAM,Epithelial cells,FN1,CD44,0.010987411,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2058,Unknown,Epithelial cells,FN1,CD44,0.003594127,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2059,Endothelial cells,Fibroblasts,FN1,CD44,0.007665352,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2060,Epithelial cells,Fibroblasts,FN1,CD44,0.002160735,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2061,Fibroblasts,Fibroblasts,FN1,CD44,0.044523388,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2062,Profi_TAM,Fibroblasts,FN1,CD44,0.005027334,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2063,Proli_TRM,Fibroblasts,FN1,CD44,0.019153952,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2064,TAM,Fibroblasts,FN1,CD44,0.027386402,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2065,TRAM,Fibroblasts,FN1,CD44,0.032219678,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2066,Unknown,Fibroblasts,FN1,CD44,0.010693963,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
2067,Endothelial cells,MAST cells,FN1,CD44,0.022923216,0,FN1_CD44,FN1 - CD44,FN1,ECM-Receptor,KEGG: hsa04512
